Threads
thread	group	parent	class	method
--------------------------------------------------------------
0x80a4b80	Finalizer	system	<unknown>	
0x80a3e38	Reference Handler	system	<unknown>	
0x8246ea8	Signal Dispatcher	system	<unknown>	
0x8244db0	jmp-gtk	system	<unknown>	



Classdump
class_name	#instaces	max #instances	size	#GC	tenure
java.lang.String	int lastIndexOf (int, int)	0.000916000	258	0.000000000	0	0
sun.misc.ASCIICaseInsensitiveComparator	boolean isUpper (int)	0.000912000	296	0.000000000	0	0
sun.reflect.MethodAccessorGenerator	sun.reflect.MagicAccessorImpl generate (java.lang.Class, java.lang.String, java.lang.Class[], java.lang.Class, java.lang.Class[], int, boolean, boolean, java.lang.Class)	0.000912000	1	0.052568000	2	56
java.util.HashMap$Entry	void <init> (int, java.lang.Object, java.lang.Object, java.util.HashMap$Entry)	0.000907000	268	0.000000000	0	0
java.util.LinkedHashMap	void createEntry (int, java.lang.Object, java.lang.Object, int)	0.000887000	68	0.001393000	68	2176
java.io.FilterInputStream	void <init> (java.io.InputStream)	0.000879000	128	0.000389000	0	0
java.util.HashMap	boolean containsKey (java.lang.Object)	0.000874000	61	0.005863000	0	0
java.util.Stack	java.lang.Object pop ()	0.000869000	61	0.001526000	0	0
java.io.UnixFileSystem	int prefixLength (java.lang.String)	0.000868000	120	0.000369000	0	0
java.lang.ref.Finalizer	void register (java.lang.Object)	0.000855000	91	0.002196000	91	2912
java.util.ArrayList	void <init> ()	0.000848000	127	0.002432000	0	0
java.util.zip.ZipFile$2	void fill ()	0.000826000	74	0.009333000	0	0
sun.reflect.ByteVectorImpl	byte get (int)	0.000821000	267	0.000000000	0	0
sun.net.www.protocol.jar.Handler	java.lang.String parseContextSpec (java.net.URL, java.lang.String)	0.000816000	22	0.003071000	22	352
java.nio.ByteBuffer	void <init> (int, int, int, int)	0.000815000	119	0.003676000	0	0
java.util.zip.ZipFile$2	void close ()	0.000804000	71	0.003016000	0	0
java.nio.DirectByteBuffer	void <init> (sun.nio.ch.DirectBuffer, int, int, int, int, int)	0.000798000	73	0.003477000	0	0
java.security.AccessController	java.lang.Object doPrivileged (java.security.PrivilegedExceptionAction, java.security.AccessControlContext)	0.000794000	46	0.810503000	25	872
java.util.regex.Pattern	int peek ()	0.000786000	117	0.000365000	0	0
java.security.AccessController	java.lang.Object doPrivileged (java.security.PrivilegedExceptionAction)	0.000774000	61	0.313188000	14	448
java.lang.StringCoding$CharsetSD	char[] decode (byte[], int, int)	0.000762000	16	0.004349000	16	1648
java.io.InputStream	void <init> ()	0.000762000	210	0.000000000	0	0
java.net.URLClassLoader	java.lang.Class findClass (java.lang.String)	0.000742000	46	0.811470000	46	736
java.util.LinkedHashMap	void addEntry (int, java.lang.Object, java.lang.Object, int)	0.000736000	68	0.003102000	0	0
sun.misc.URLClassPath$JarLoader	java.net.URL[] getClassPath ()	0.000729000	46	0.170038000	0	0
sun.security.util.ManifestEntryVerifier	void <init> (java.util.jar.Manifest)	0.000728000	3	0.000747000	17	504
sun.misc.Cleaner	sun.misc.Cleaner create (java.lang.Object, java.lang.Runnable)	0.000728000	46	0.000947000	46	1840
java.util.jar.JarFile	java.util.jar.Manifest getManifestFromReference ()	0.000727000	27	0.027190000	20	600
java.util.HashMap	boolean eq (java.lang.Object, java.lang.Object)	0.000724000	80	0.002443000	0	0
java.nio.DirectByteBuffer	java.nio.ByteBuffer slice ()	0.000723000	73	0.004275000	73	4088
java.net.URLStreamHandler	java.net.InetAddress getHostAddress (java.net.URL)	0.000722000	99	0.000308000	0	0
sun.reflect.AccessorGenerator	void emitBoxingContantPoolEntries ()	0.000715000	1	0.012706000	0	0
java.lang.CharacterDataLatin1	int toUpperCase (int)	0.000706000	100	0.000322000	0	0
java.io.DataInputStream	void <init> (java.io.InputStream)	0.000706000	51	0.000495000	153	15096
java.lang.StringBuilder	java.lang.StringBuilder append (java.lang.Object)	0.000705000	67	0.015639000	0	0
java.lang.Character	int toUpperCase (int)	0.000703000	100	0.001028000	0	0
java.util.Properties$LineReader	int readLine ()	0.000701000	22	0.000253000	0	0
org.openscience.cdk.Element	void <init> ()	0.000699000	101	0.000545000	0	0
org.openscience.cdk.Element	void <init> (java.lang.String)	0.000698000	101	0.001244000	0	0
java.io.File	boolean exists ()	0.000697000	64	0.031962000	0	0
org.openscience.cdk.Isotope	void <init> (java.lang.String)	0.000693000	101	0.001942000	0	0
java.security.Provider	void addEngine (java.lang.String, boolean, boolean)	0.000687000	24	0.010729000	29	616
java.io.File	java.lang.String getName ()	0.000686000	64	0.003363000	0	0
org.openscience.cdk.Atom	void <init> (java.lang.String)	0.000684000	101	0.003312000	0	0
java.lang.Character	char toUpperCase (char)	0.000682000	100	0.001731000	0	0
java.net.URL	int hashCode ()	0.000682000	135	0.004609000	0	0
org.openscience.cdk.ChemObject	void notifyChanged ()	0.000681000	100	0.000306000	0	0
java.net.URL	java.lang.String toString ()	0.000679000	83	0.012157000	0	0
java.io.UnixFileSystem	long getLastModifiedTime (java.io.File)	0.000678000	46	0.019472000	0	0
sun.nio.cs.UTF_8$Decoder	java.nio.charset.CoderResult decodeArrayLoop (java.nio.ByteBuffer, java.nio.CharBuffer)	0.000678000	16	0.000495000	0	0
java.util.ArrayList	boolean contains (java.lang.Object)	0.000677000	100	0.000307000	0	0
org.openscience.cdk.AtomType	void <init> (java.lang.String)	0.000677000	101	0.002635000	0	0
java.lang.ref.SoftReference	java.lang.Object get ()	0.000677000	202	0.000000000	0	0
java.lang.ThreadLocal$ThreadLocalMap	java.lang.Object get (java.lang.ThreadLocal)	0.000677000	179	0.000077000	0	0
java.net.Parts	void <init> (java.lang.String)	0.000675000	60	0.001289000	0	0
java.util.regex.Pattern	boolean isSupplementary (int)	0.000674000	96	0.000294000	0	0
java.lang.ClassLoader	java.lang.Class findLoadedClass0 (java.lang.String)	0.000674000	74	0.000000000	144	7024
java.util.regex.Pattern	boolean has (int)	0.000655000	204	0.000000000	0	0
java.nio.ByteBuffer	byte[] array ()	0.000654000	212	0.000000000	0	0
java.util.jar.JarFile	void <init> (java.lang.String)	0.000653000	46	0.136998000	46	736
java.lang.Character	int toUpperCaseEx (int)	0.000652000	93	0.000891000	0	0
java.util.Stack	java.lang.Object peek ()	0.000643000	61	0.000474000	0	0
sun.reflect.NativeConstructorAccessorImpl	java.lang.Object newInstance (java.lang.Object[])	0.000634000	16	0.055521000	1	136
java.util.HashMap	void transfer (java.util.HashMap$Entry[])	0.000628000	7	0.000501000	0	0
java.lang.String	int codePointAt (int)	0.000627000	93	0.000912000	0	0
java.lang.Character	int codePointAtImpl (char[], int, int)	0.000626000	93	0.000286000	0	0
java.nio.CharBuffer	char[] array ()	0.000617000	195	0.000000000	0	0
java.nio.CharBuffer	boolean hasArray ()	0.000617000	195	0.000000000	0	0
java.lang.StringCoding	int scale (int, float)	0.000613000	178	0.000000000	0	0
java.lang.Thread	java.lang.Thread currentThread ()	0.000613000	184	0.000000000	0	0
sun.net.www.protocol.file.Handler	java.net.URLConnection createFileURLConnection (java.net.URL, java.io.File)	0.000613000	4	0.000526000	4	416
java.lang.ClassLoader	void checkCerts (java.lang.String, java.security.CodeSource)	0.000609000	23	0.001125000	3	128
java.nio.ByteBuffer	boolean hasArray ()	0.000609000	195	0.000000000	0	0
sun.net.www.ParseUtil	java.lang.String encodePath (java.lang.String, boolean)	0.000607000	23	0.001137000	46	5264
java.lang.ref.FinalReference	void <init> (java.lang.Object, java.lang.ref.ReferenceQueue)	0.000607000	91	0.000310000	0	0
java.nio.Buffer	boolean hasRemaining ()	0.000603000	195	0.000000000	0	0
java.lang.CharacterDataLatin1	int toUpperCaseEx (int)	0.000601000	93	0.000290000	0	0
java.nio.charset.CoderResult	boolean isOverflow ()	0.000599000	195	0.000000000	0	0
sun.misc.Resource	byte[] getBytes ()	0.000595000	23	0.008795000	23	69704
java.lang.StringBuffer	void <init> (int)	0.000584000	87	0.000485000	0	0
java.net.URLStreamHandler	void parseURL (java.net.URL, java.lang.String, int, int)	0.000580000	7	0.002546000	7	112
java.util.Stack	boolean empty ()	0.000579000	84	0.000277000	0	0
java.util.ArrayList	void ensureCapacity (int)	0.000576000	170	0.000019000	4	608
java.lang.String	java.lang.String substring (int)	0.000576000	86	0.001122000	0	0
java.util.regex.Pattern$Node	boolean study (java.util.regex.Pattern$TreeInfo)	0.000574000	102	0.012787000	0	0
java.util.concurrent.locks.ReentrantLock	void <init> ()	0.000569000	16	0.001274000	16	384
org.openscience.cdk.ChemObject	void <init> ()	0.000564000	102	0.000000000	102	2448
java.net.URL	java.lang.String toExternalForm ()	0.000560000	83	0.011597000	0	0
java.nio.DirectByteBuffer	void <init> (int, long, java.lang.Runnable)	0.000550000	46	0.003776000	0	0
java.util.AbstractCollection	void <init> ()	0.000550000	176	0.000000000	0	0
java.lang.ThreadLocal	java.lang.ThreadLocal$ThreadLocalMap getMap (java.lang.Thread)	0.000549000	179	0.000000000	0	0
sun.misc.URLClassPath$JarLoader	sun.misc.Resource checkResource (java.lang.String, boolean, java.util.jar.JarEntry)	0.000545000	22	0.021132000	44	1936
java.nio.charset.CharsetEncoder	java.nio.charset.CharsetEncoder reset ()	0.000542000	162	0.000000000	0	0
java.lang.reflect.Constructor	java.lang.Object newInstance (java.lang.Object[])	0.000534000	47	0.060616000	0	0
java.util.zip.ZipFile	void freeEntry (long, long)	0.000531000	144	0.000027000	2	112
java.lang.ClassLoader	java.lang.Class defineClass (java.lang.String, byte[], int, int, java.security.ProtectionDomain)	0.000531000	23	0.110458000	0	0
sun.misc.FloatingDecimal	void <clinit> ()	0.000528000	1	0.017423000	11	896
java.util.zip.ZipFile	void releaseInflater (java.util.zip.Inflater)	0.000526000	71	0.000779000	0	0
java.lang.Class	java.lang.Class forName0 (java.lang.String, boolean, java.lang.ClassLoader)	0.000524000	1	0.000178000	0	0
java.util.zip.ZipEntry	void <init> (java.lang.String, long)	0.000521000	71	0.000344000	0	0
java.nio.ByteOrder	java.nio.ByteOrder nativeOrder ()	0.000519000	76	0.000229000	0	0
org.openscience.cdk.AtomContainer	boolean contains (org.openscience.cdk.interfaces.IAtom)	0.000514000	100	0.000000000	0	0
java.util.Vector	boolean add (java.lang.Object)	0.000513000	71	0.000266000	0	0
sun.misc.Launcher$AppClassLoader	java.lang.Class loadClass (java.lang.String, boolean)	0.000513000	37	0.821487000	0	0
java.util.zip.ZipFile	void access$1400 (java.util.zip.ZipFile)	0.000511000	76	0.000247000	0	0
java.lang.ClassLoader	java.lang.Class findBootstrapClass0 (java.lang.String)	0.000511000	37	0.003552000	0	0
java.nio.charset.CharsetEncoder	float maxBytesPerChar ()	0.000503000	162	0.000000000	0	0
java.nio.charset.CharsetEncoder	java.nio.charset.CoderResult implFlush (java.nio.ByteBuffer)	0.000502000	162	0.000000000	0	0
java.lang.ClassLoader	java.lang.Package getPackage (java.lang.String)	0.000501000	31	0.003370000	0	0
java.util.zip.ZipFile	java.io.InputStream getInputStream (java.util.zip.ZipEntry)	0.000500000	73	0.024652000	0	0
java.util.zip.ZipFile$2	void <init> (java.util.zip.ZipFile, java.io.InputStream, java.util.zip.Inflater, int, java.util.zip.ZipFile$ZipFileInputStream)	0.000499000	71	0.001968000	0	0
java.nio.MappedByteBuffer	void <init> (int, int, int, int)	0.000498000	73	0.002746000	0	0
sun.reflect.Label	void bind ()	0.000498000	12	0.001490000	0	0
java.util.zip.ZipFile	long access$1300 (long)	0.000495000	73	0.000274000	0	0
java.util.jar.JarFile$JarFileEntry	void <init> (java.util.jar.JarFile, java.util.zip.ZipEntry)	0.000495000	71	0.000742000	0	0
java.lang.ref.Reference	void <init> (java.lang.Object, java.lang.ref.ReferenceQueue)	0.000494000	147	0.000000000	0	0
java.util.Hashtable	java.lang.Object get (java.lang.Object)	0.000493000	48	0.000306000	0	0
java.io.File	long lastModified ()	0.000490000	46	0.020295000	0	0
java.util.zip.ZipFile	long access$1200 (long)	0.000490000	73	0.000281000	0	0
java.util.zip.ZipFile	void access$1100 (long, long)	0.000489000	73	0.000258000	0	0
java.util.zip.ZipFile	long access$1600 (long)	0.000483000	73	0.000285000	0	0
java.lang.String	java.lang.String valueOf (java.lang.Object)	0.000481000	70	0.012693000	0	0
java.util.zip.ZipFile	long access$600 (java.util.zip.ZipFile)	0.000480000	146	0.000000000	0	0
java.util.zip.ZipFile	void access$300 (java.util.zip.ZipFile, java.util.zip.Inflater)	0.000477000	71	0.001305000	0	0
java.util.jar.JarEntry	void <init> (java.util.zip.ZipEntry)	0.000477000	71	0.000265000	0	0
java.security.Provider	void check (java.lang.String)	0.000470000	67	0.000206000	0	0
java.util.jar.JarFile	boolean isKnownToNotHaveClassPathAttribute ()	0.000468000	46	0.000884000	1	16
java.util.LinkedHashMap$Entry	void <init> (int, java.lang.Object, java.lang.Object, java.util.HashMap$Entry)	0.000468000	69	0.000230000	0	0
java.util.zip.ZipFile	long getSize (long)	0.000463000	144	0.000028000	2	104
java.util.Vector	void <init> (int, int)	0.000463000	48	0.000483000	48	2688
sun.misc.URLClassPath$JarLoader	void parseExtensionsDependencies ()	0.000460000	46	0.000149000	0	0
sun.misc.BASE64Decoder	void <clinit> ()	0.000459000	1	0.000000000	2	416
java.util.concurrent.ConcurrentHashMap	void <init> (int, float, int)	0.000457000	1	0.002143000	22	920
java.util.LinkedHashMap$Entry	void access$600 (java.util.LinkedHashMap$Entry, java.util.LinkedHashMap$Entry)	0.000456000	68	0.000250000	0	0
java.util.StringTokenizer	int scanToken (int)	0.000448000	10	0.000385000	0	0
java.lang.StackTraceElement	java.lang.String toString ()	0.000441000	7	0.002736000	14	224
sun.reflect.GeneratedConstructorAccessor1	java.lang.Object newInstance (java.lang.Object[])	0.000433000	30	0.002874000	30	1680
java.util.Properties	java.lang.String loadConvert (char[], int, int, char[])	0.000433000	42	0.000539000	42	1008
sun.reflect.ClassFileAssembler	short getLength ()	0.000432000	64	0.000198000	0	0
java.util.zip.Inflater	void <init> (boolean)	0.000414000	41	0.001780000	41	656
java.lang.String	boolean equalsIgnoreCase (java.lang.String)	0.000413000	102	0.002719000	0	0
sun.reflect.ClassFileAssembler	short cpi ()	0.000410000	133	0.000000000	0	0
java.lang.ClassLoader	void checkPackageAccess (java.lang.Class, java.security.ProtectionDomain)	0.000408000	36	0.002105000	0	0
java.lang.ClassLoader	void check ()	0.000408000	134	0.000000000	0	0
sun.misc.URLClassPath$FileLoader	sun.misc.Resource getResource (java.lang.String, boolean)	0.000406000	1	0.002782000	9	472
sun.misc.VM	boolean allowArraySyntax ()	0.000404000	134	0.000000000	0	0
sun.security.provider.Sun	void <init> ()	0.000400000	1	0.039646000	0	0
sun.net.www.ParseUtil	java.lang.String canonizeString (java.lang.String)	0.000396000	22	0.001215000	0	0
java.util.jar.Attributes	void read (java.util.jar.Manifest$FastInputStream, byte[])	0.000393000	6	0.020489000	26	624
java.io.DataInputStream	void readFully (byte[], int, int)	0.000391000	51	0.013747000	0	0
sun.nio.cs.StreamEncoder$CharsetSE	void implWrite (char[], int, int)	0.000388000	17	0.002757000	0	0
java.nio.Bits	void copyToByteArray (long, java.lang.Object, long, long)	0.000387000	76	0.000000000	0	0
sun.nio.cs.StreamEncoder$CharsetSE	void writeBytes ()	0.000382000	17	0.001223000	0	0
java.util.Vector	void ensureCapacityHelper (int)	0.000379000	100	0.000008000	2	272
java.util.regex.Pattern	java.util.regex.Pattern$Node sequence (java.util.regex.Pattern$Node)	0.000378000	11	0.036157000	0	0
java.util.regex.Pattern$Node	void <init> ()	0.000376000	113	0.000000000	0	0
java.util.Locale	java.util.Locale getDefault ()	0.000375000	121	0.000000000	0	0
java.lang.String	java.lang.String toUpperCase (java.util.Locale)	0.000373000	5	0.001550000	2	104
java.lang.StringCoding	char[] decode (java.lang.String, byte[], int, int)	0.000359000	16	0.006107000	0	0
java.lang.Throwable	void <init> (java.lang.String, java.lang.Throwable)	0.000355000	46	0.000786000	0	0
java.lang.ClassLoader	java.security.ProtectionDomain preDefineClass (java.lang.String, java.security.ProtectionDomain)	0.000351000	23	0.002530000	0	0
java.util.jar.Attributes$Name	int hashCode ()	0.000351000	55	0.006088000	0	0
java.util.Vector	java.lang.Object elementAt (int)	0.000348000	80	0.000000000	0	0
java.io.FilterInputStream	void close ()	0.000345000	51	0.002836000	0	0
sun.reflect.ClassFileAssembler	void emitConstantPoolMethodref (short, short)	0.000343000	23	0.001638000	0	0
java.lang.String	int indexOf (java.lang.String)	0.000341000	51	0.001406000	0	0
java.io.ObjectStreamClass	java.lang.String getClassSignature (java.lang.Class)	0.000331000	6	0.001269000	11	176
java.lang.ClassNotFoundException	void <init> (java.lang.String)	0.000330000	46	0.001465000	0	0
java.util.jar.JarFile	void <init> (java.io.File, boolean, int)	0.000329000	46	0.116897000	0	0
java.lang.Long	void <init> (long)	0.000328000	46	0.000141000	0	0
java.lang.Character	int charCount (int)	0.000326000	106	0.000000000	0	0
java.util.zip.Inflater	void reset ()	0.000326000	30	0.000302000	0	0
java.util.jar.Attributes$Name	void <init> (java.lang.String)	0.000326000	30	0.009361000	0	0
java.util.jar.JarFile	java.util.jar.JarEntry getManEntry ()	0.000325000	48	0.004182000	0	0
sun.misc.Cleaner	void <init> (java.lang.Object, java.lang.Runnable)	0.000325000	46	0.000468000	0	0
java.lang.Exception	void <init> (java.lang.String, java.lang.Throwable)	0.000324000	46	0.001141000	0	0
java.security.Security	void <clinit> ()	0.000324000	1	0.009154000	2	48
java.util.regex.Pattern	int next ()	0.000323000	49	0.000170000	0	0
java.util.Hashtable$Entry	void <init> (int, java.lang.Object, java.lang.Object, java.util.Hashtable$Entry)	0.000323000	96	0.000000000	0	0
java.util.Vector	void <init> (int)	0.000323000	48	0.000946000	0	0
sun.security.util.ManifestEntryVerifier	void <clinit> ()	0.000322000	1	0.061614000	2	136
java.util.Vector	void <init> ()	0.000322000	48	0.001269000	0	0
java.lang.Integer	void <init> (int)	0.000321000	46	0.000146000	0	0
java.lang.ref.PhantomReference	void <init> (java.lang.Object, java.lang.ref.ReferenceQueue)	0.000321000	46	0.000147000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node closure (java.util.regex.Pattern$Node)	0.000320000	21	0.000391000	8	224
java.lang.ref.Finalizer	void add ()	0.000319000	91	0.000000000	0	0
sun.reflect.DelegatingConstructorAccessorImpl	java.lang.Object newInstance (java.lang.Object[])	0.000318000	46	0.059462000	0	0
java.util.zip.ZipFile$ZipCloser	void <init> (long, java.util.zip.ZipFile$1)	0.000317000	46	0.000157000	0	0
java.util.LinkedHashMap	void transfer (java.util.HashMap$Entry[])	0.000317000	3	0.000269000	0	0
java.util.zip.ZipEntry	void initFields (long)	0.000316000	71	0.000028000	3	128
java.nio.MappedByteBuffer	void <init> (int, int, int, int, boolean)	0.000315000	46	0.001745000	0	0
java.util.jar.JarFile	void initializeVerifier ()	0.000315000	3	0.068609000	3	144
sun.misc.JarIndex	sun.misc.JarIndex getJarIndex (java.util.jar.JarFile)	0.000314000	46	0.001601000	0	0
java.util.HashMap	void <init> (int, float)	0.000310000	20	0.000128000	20	1608
sun.reflect.ClassFileAssembler	void emitConstantPoolNameAndType (short, short)	0.000308000	21	0.001495000	0	0
java.util.ArrayList	int indexOf (java.lang.Object)	0.000307000	100	0.000000000	0	0
org.openscience.cdk.ChemObject	int getListenerCount ()	0.000306000	100	0.000000000	0	0
java.nio.charset.CharsetDecoder	java.nio.charset.CoderResult decode (java.nio.ByteBuffer, java.nio.CharBuffer, boolean)	0.000306000	16	0.001658000	0	0
java.lang.ClassLoader	long findNative (java.lang.ClassLoader, java.lang.String)	0.000303000	19	0.000261000	0	0
java.net.URLStreamHandler	int getDefaultPort ()	0.000302000	99	0.000000000	0	0
java.lang.Throwable	void <init> (java.lang.Throwable)	0.000301000	37	0.000519000	0	0
sun.reflect.BootstrapConstructorAccessorImpl	java.lang.Object newInstance (java.lang.Object[])	0.000301000	1	0.000055000	0	0
sun.reflect.Label	void add (sun.reflect.ClassFileAssembler, short, short, int)	0.000298000	19	0.000258000	19	456
java.util.regex.Pattern	java.util.regex.Pattern$Node group0 ()	0.000294000	9	0.026052000	4	64
java.util.regex.Pattern	boolean isSurrogate (int)	0.000294000	96	0.000000000	0	0
java.util.jar.JarVerifier	void <init> (byte[])	0.000292000	5	0.000645000	25	800
java.util.jar.Manifest	void <init> (java.io.InputStream)	0.000290000	5	0.022393000	10	280
java.util.jar.Attributes	java.lang.String getValue (java.util.jar.Attributes$Name)	0.000289000	42	0.004798000	0	0
java.util.Hashtable	void <init> (int, float)	0.000288000	20	0.000125000	20	1096
java.lang.Number	void <init> ()	0.000287000	92	0.000000000	0	0
java.lang.Character	boolean isHighSurrogate (char)	0.000286000	93	0.000000000	0	0
java.nio.Buffer	int remaining ()	0.000286000	93	0.000000000	0	0
java.net.URLStreamHandler	boolean sameFile (java.net.URL, java.net.URL)	0.000284000	19	0.001233000	0	0
sun.net.www.protocol.file.Handler	boolean hostsEqual (java.net.URL, java.net.URL)	0.000281000	19	0.000837000	0	0
java.util.jar.Attributes	java.lang.Object get (java.lang.Object)	0.000280000	42	0.004518000	0	0
java.util.jar.Attributes	java.lang.String putValue (java.lang.String, java.lang.String)	0.000279000	13	0.013951000	13	208
sun.reflect.AccessorGenerator	void emitCommonConstantPoolEntries ()	0.000278000	1	0.009741000	0	0
java.security.SecureClassLoader	java.security.ProtectionDomain getProtectionDomain (java.security.CodeSource)	0.000277000	23	0.026760000	4	128
java.util.regex.Pattern$Category	void <init> (int)	0.000272000	36	0.000113000	0	0
java.net.URLStreamHandler	boolean hostsEqual (java.net.URL, java.net.URL)	0.000270000	19	0.000447000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node family (boolean, boolean)	0.000268000	4	0.006963000	4	96
java.util.zip.ZipEntry	void <init> (java.util.zip.ZipEntry)	0.000265000	71	0.000000000	0	0
java.util.jar.Manifest	void read (java.io.InputStream)	0.000263000	5	0.021815000	11	2776
sun.reflect.ClassFileAssembler	void incStack ()	0.000263000	39	0.000120000	0	0
java.security.PrivilegedActionException	void <init> (java.lang.Exception)	0.000259000	37	0.001071000	0	0
java.io.BufferedWriter	void write (java.lang.String, int, int)	0.000259000	17	0.000305000	0	0
java.util.HashSet	boolean add (java.lang.Object)	0.000259000	36	0.001734000	0	0
java.util.BitSet	boolean get (int)	0.000258000	23	0.000144000	0	0
sun.reflect.ClassFileAssembler	void setStack (int)	0.000258000	84	0.000000000	0	0
java.security.SecureClassLoader	java.lang.Class defineClass (java.lang.String, byte[], int, int, java.security.CodeSource)	0.000257000	23	0.138026000	0	0
java.io.PrintStream	void write (byte[], int, int)	0.000257000	17	0.000753000	0	0
java.util.zip.ZipFile	long getEntryOffset (long)	0.000256000	73	0.000029000	2	120
java.util.jar.JarFile	java.io.InputStream getInputStream (java.util.zip.ZipEntry)	0.000253000	22	0.075437000	0	0
java.util.zip.ZipFile	long getCSize (long)	0.000253000	73	0.000028000	2	112
java.security.Permissions	void add (java.security.Permission)	0.000253000	8	0.002978000	0	0
java.lang.String	char[] toCharArray ()	0.000253000	28	0.000294000	28	2408
java.util.zip.ZipFile	int getMethod (long)	0.000252000	73	0.000028000	2	112
java.lang.Exception	void <init> (java.lang.Throwable)	0.000251000	37	0.000820000	0	0
java.lang.ClassLoader	java.lang.Class loadClassInternal (java.lang.String)	0.000251000	37	0.822250000	0	0
java.lang.ClassLoader	java.lang.Class loadClass (java.lang.String)	0.000250000	37	0.822000000	0	0
java.util.LinkedHashMap$Entry	void addBefore (java.util.LinkedHashMap$Entry)	0.000250000	68	0.000000000	0	0
java.util.zip.Inflater	void setInput (byte[], int, int)	0.000249000	74	0.000000000	0	0
java.nio.DirectByteBuffer	long ix (int)	0.000247000	76	0.000000000	0	0
java.util.zip.ZipFile	void ensureOpenOrZipException ()	0.000247000	76	0.000000000	0	0
sun.net.www.protocol.jar.Handler	int indexOfBangSlash (java.lang.String)	0.000246000	22	0.000148000	0	0
java.nio.Buffer	void checkBounds (int, int, int)	0.000246000	76	0.000000000	0	0
java.io.PrintStream	void newLine ()	0.000245000	8	0.003065000	0	0
java.util.zip.ZipEntry	long getSize ()	0.000242000	73	0.000000000	0	0
java.nio.ByteBuffer	java.nio.ByteOrder order ()	0.000241000	76	0.000000000	0	0
java.util.concurrent.ConcurrentHashMap$Segment	void <init> (int, float)	0.000241000	16	0.001898000	17	344
sun.reflect.ClassFileAssembler	void emitShort (short, short)	0.000241000	19	0.000120000	0	0
java.net.URLStreamHandler	void setURL (java.net.URL, java.lang.String, java.lang.String, int, java.lang.String, java.lang.String)	0.000240000	22	0.000478000	0	0
java.util.jar.JarFile	byte[] getBytes (java.util.zip.ZipEntry)	0.000240000	8	0.004912000	16	1192
java.util.zip.Inflater	boolean needsDictionary ()	0.000239000	74	0.000000000	0	0
java.lang.String	int indexOf (char[], int, int, char[], int, int, int)	0.000238000	58	0.000000000	0	0
sun.misc.Unsafe	java.lang.Class defineClass (java.lang.String, byte[], int, int, java.lang.ClassLoader, java.security.ProtectionDomain)	0.000237000	1	0.000020000	5	328
sun.nio.cs.UTF_8$Decoder	java.nio.charset.CoderResult decodeLoop (java.nio.ByteBuffer, java.nio.CharBuffer)	0.000237000	16	0.001273000	0	0
sun.misc.Resource	java.io.InputStream cachedInputStream ()	0.000235000	46	0.076379000	0	0
sun.net.www.URLConnection	void <init> (java.net.URL)	0.000234000	4	0.000098000	4	96
java.util.regex.Pattern	java.util.regex.Pattern$Node clazz (boolean)	0.000233000	5	0.001154000	5	120
java.util.jar.JarVerifier	void beginEntry (java.util.jar.JarEntry, sun.security.util.ManifestEntryVerifier)	0.000233000	3	0.002186000	0	0
java.nio.DirectByteBuffer	long address ()	0.000233000	73	0.000000000	0	0
java.util.jar.Manifest$FastInputStream	int readLine (byte[], int, int)	0.000229000	25	0.000233000	0	0
java.util.zip.Inflater	boolean needsInput ()	0.000229000	74	0.000000000	0	0
java.lang.String	java.lang.String intern ()	0.000228000	44	0.000000000	10	384
sun.security.provider.Sun$1	java.lang.Object run ()	0.000228000	1	0.009583000	0	0
sun.net.www.protocol.file.FileURLConnection	java.security.Permission getPermission ()	0.000228000	4	0.008893000	4	128
java.util.zip.InflaterInputStream	void ensureOpen ()	0.000227000	74	0.000000000	0	0
java.util.zip.Inflater	boolean finished ()	0.000227000	74	0.000000000	0	0
java.util.Vector	void removeElementAt (int)	0.000222000	61	0.000000000	0	0
java.lang.Double	java.lang.String toString (double)	0.000221000	1	0.018367000	1	40
java.util.Vector	void addElement (java.lang.Object)	0.000220000	29	0.000121000	0	0
sun.reflect.NativeConstructorAccessorImpl	java.lang.Object newInstance0 (java.lang.reflect.Constructor, java.lang.Object[])	0.000215000	16	0.001548000	16	896
sun.reflect.AccessorGenerator	void emitMethod (short, int, sun.reflect.ClassFileAssembler, sun.reflect.ClassFileAssembler, short[])	0.000214000	2	0.008881000	0	0
java.security.CodeSource	boolean equals (java.lang.Object)	0.000214000	19	0.001846000	0	0
java.util.regex.Pattern	java.util.regex.Pattern$Node range (java.util.regex.Pattern$BitClass)	0.000213000	12	0.000635000	0	0
java.security.SecureClassLoader	java.security.PermissionCollection getPermissions (java.security.CodeSource)	0.000213000	4	0.001037000	4	96
java.io.PrintStream	void write (java.lang.String)	0.000213000	9	0.003610000	0	0
java.util.regex.Pattern$Curly	boolean study (java.util.regex.Pattern$TreeInfo)	0.000212000	14	0.002085000	0	0
java.security.BasicPermissionCollection	void add (java.security.Permission)	0.000212000	4	0.000214000	0	0
java.lang.Thread	void init (java.lang.ThreadGroup, java.lang.Runnable, java.lang.String, long)	0.000210000	5	0.000592000	0	0
