Threads
thread	group	parent	class	method
--------------------------------------------------------------
0x80a4b80	Finalizer	system	<unknown>	
0x80a3e38	Reference Handler	system	<unknown>	
0x8246ea8	Signal Dispatcher	system	<unknown>	
0x8244db0	jmp-gtk	system	<unknown>	



Classdump
class_name	#instaces	max #instances	size	#GC	tenure
java.util.Arrays	void sort (java.lang.Object[])	0.000040000	1	0.000116000	0	0
sun.net.www.protocol.file.FileURLConnection	void <init> (java.net.URL, java.io.File)	0.000040000	4	0.000332000	0	0
java.util.regex.Pattern$Single	void <init> (int)	0.000040000	3	0.000020000	0	0
java.util.zip.ZipEntry	void initIDs ()	0.000040000	1	0.000029000	2	112
java.util.jar.Manifest$FastInputStream	void <init> (java.io.InputStream)	0.000039000	5	0.000161000	0	0
java.lang.reflect.Field	java.lang.reflect.Field copy ()	0.000039000	4	0.000041000	4	288
java.net.URL	java.net.URLConnection openConnection ()	0.000039000	4	0.008118000	0	0
java.lang.Class	java.lang.Object newInstance0 ()	0.000038000	1	0.000790000	2	32
sun.reflect.MethodAccessorGenerator	java.lang.String generateName (boolean, boolean)	0.000038000	1	0.000173000	1	16
sun.reflect.ClassFileAssembler	void <init> ()	0.000038000	3	0.000072000	0	0
java.lang.reflect.Constructor	java.lang.Class[] getParameterTypes ()	0.000037000	5	0.000032000	0	0
java.nio.DirectByteBuffer	void <clinit> ()	0.000037000	1	0.000141000	0	0
java.io.UnixFileSystem	java.lang.String resolve (java.io.File)	0.000037000	5	0.000017000	0	0
java.security.AccessControlContext	java.security.AccessControlContext optimize ()	0.000037000	5	0.000018000	0	0
java.io.ByteArrayOutputStream	void <init> ()	0.000037000	5	0.000070000	0	0
java.util.regex.Pattern$BitClass	java.util.regex.Pattern$Node add (int, int)	0.000037000	12	0.000000000	0	0
java.lang.ThreadGroup	void checkAccess ()	0.000037000	5	0.000015000	0	0
java.lang.Class	void checkMemberAccess (int, java.lang.ClassLoader)	0.000036000	5	0.000015000	0	0
java.util.jar.Attributes	void <init> ()	0.000036000	5	0.000215000	0	0
sun.net.www.MessageHeader	void grow ()	0.000036000	4	0.000000000	8	256
java.util.regex.Pattern$Curly	void <init> (java.util.regex.Pattern$Node, int, int, int)	0.000036000	4	0.000012000	0	0
sun.reflect.AccessorGenerator	int typeSizeInStackSlots (java.lang.Class)	0.000036000	12	0.000000000	0	0
sun.reflect.ClassDefiner$1	java.lang.Object run ()	0.000036000	1	0.000208000	1	56
sun.misc.BASE64Decoder	void <init> ()	0.000035000	3	0.000011000	3	48
java.lang.Integer	void getChars (int, int, char[])	0.000035000	8	0.000000000	0	0
java.lang.Thread	void checkAccess ()	0.000035000	5	0.000015000	0	0
sun.net.www.MessageHeader	void <init> ()	0.000035000	4	0.000036000	0	0
java.security.Permissions	void <clinit> ()	0.000035000	1	0.000799000	3	88
sun.security.util.Debug	sun.security.util.Debug getInstance (java.lang.String)	0.000035000	5	0.000055000	0	0
java.util.Properties$LineReader	void <init> (java.util.Properties, java.io.InputStream)	0.000035000	1	0.000000000	2	10272
java.lang.Math	double floor (double)	0.000034000	1	0.000056000	0	0
java.util.Stack	java.lang.Object push (java.lang.Object)	0.000034000	5	0.000052000	0	0
sun.reflect.ClassFileAssembler	void opc_aaload ()	0.000034000	3	0.000037000	0	0
java.nio.Bits	boolean unaligned ()	0.000034000	1	0.000076000	1	16
java.lang.Package	void <clinit> ()	0.000033000	1	0.000083000	3	120
java.io.FilePermissionCollection	void <clinit> ()	0.000032000	1	0.000301000	2	48
java.lang.RuntimePermission	void <init> (java.lang.String)	0.000032000	4	0.000100000	0	0
sun.net.www.protocol.file.Handler	java.net.URLConnection openConnection (java.net.URL)	0.000032000	4	0.008086000	0	0
java.lang.Thread	java.lang.ClassLoader getContextClassLoader ()	0.000031000	5	0.000012000	0	0
java.util.regex.Pattern$Ctype	java.util.regex.Pattern$Node dup (boolean)	0.000031000	3	0.000030000	3	48
java.lang.String	java.lang.String valueOf (double)	0.000031000	1	0.018588000	0	0
sun.misc.FloatingDecimal	java.lang.String toJavaFormatString ()	0.000031000	1	0.000157000	1	24
sun.reflect.ByteVectorImpl	void <init> ()	0.000031000	4	0.000027000	0	0
java.security.BasicPermission	void init (java.lang.String)	0.000031000	4	0.000013000	0	0
java.util.jar.JarVerifier	void doneWithMeta ()	0.000030000	3	0.000009000	0	0
java.security.Permission	void <init> (java.lang.String)	0.000030000	9	0.000000000	0	0
java.io.FileInputStream	int read (byte[], int, int)	0.000030000	4	0.000091000	0	0
java.io.FileInputStream	int available ()	0.000030000	1	0.000000000	0	0
java.util.jar.Manifest	java.lang.String parseName (byte[], int)	0.000030000	1	0.000424000	1	24
sun.misc.ASCIICaseInsensitiveComparator	void <clinit> ()	0.000029000	1	0.000033000	1	8
java.lang.Class	boolean isArray ()	0.000029000	9	0.000000000	0	0
sun.security.util.SignatureFileVerifier	void <clinit> ()	0.000029000	1	0.000706000	1	48
java.lang.AbstractStringBuilder	int stringSizeOfInt (int)	0.000029000	8	0.000000000	0	0
sun.reflect.Reflection	boolean isSubclassOf (java.lang.Class, java.lang.Class)	0.000029000	2	0.000022000	0	0
java.lang.Math	int min (int, int)	0.000028000	9	0.000000000	0	0
java.io.UnixFileSystem	java.lang.String parentOrNull (java.lang.String)	0.000028000	1	0.000028000	0	0
java.lang.System	long currentTimeMillis ()	0.000028000	5	0.000000000	0	0
java.lang.reflect.Field	void <init> (java.lang.Class, java.lang.String, java.lang.Class, int, int, java.lang.String, byte[])	0.000028000	4	0.000013000	0	0
sun.reflect.AccessorGenerator	short unboxingMethodForPrimitiveType (java.lang.Class)	0.000028000	9	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_i2l ()	0.000028000	4	0.000039000	0	0
java.lang.reflect.ReflectAccess	java.lang.reflect.Field copyField (java.lang.reflect.Field)	0.000028000	4	0.000080000	0	0
java.lang.String	void <init> (int[], int, int)	0.000027000	4	0.000000000	4	120
java.net.URLConnection	void <init> (java.net.URL)	0.000027000	4	0.000000000	0	0
sun.reflect.ByteVectorImpl	void <init> (int)	0.000027000	4	0.000000000	4	448
java.util.regex.Pattern$Branch	void <init> (java.util.regex.Pattern$Node, java.util.regex.Pattern$Node)	0.000027000	3	0.000009000	0	0
java.util.regex.Pattern	int nextEscaped ()	0.000026000	8	0.000000000	0	0
java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl	boolean compareAndSet (java.lang.Object, java.lang.Object, java.lang.Object)	0.000026000	1	0.000028000	0	0
sun.misc.FloatingDecimal	void <init> (double)	0.000026000	1	0.000202000	0	0
sun.misc.URLClassPath	void push (java.net.URL[])	0.000026000	2	0.000086000	0	0
sun.reflect.ClassFileAssembler	void opc_if_icmpeq (sun.reflect.Label)	0.000026000	1	0.000144000	0	0
java.lang.Class	java.lang.Object newInstance ()	0.000025000	1	0.000831000	0	0
java.util.regex.Pattern	void mark (int)	0.000025000	8	0.000000000	0	0
java.lang.Thread	void dispatchUncaughtException (java.lang.Throwable)	0.000025000	1	0.012188000	0	0
sun.reflect.ReflectionFactory	java.lang.reflect.Constructor copyConstructor (java.lang.reflect.Constructor)	0.000025000	2	0.000065000	0	0
java.lang.StrictMath	void <clinit> ()	0.000024000	1	0.000008000	0	0
java.lang.StrictMath	double floor (double)	0.000024000	1	0.000000000	0	0
java.util.jar.JarVerifier	void <clinit> ()	0.000024000	1	0.000018000	0	0
java.lang.reflect.Constructor	void acquireConstructorAccessor ()	0.000024000	2	0.000296000	0	0
java.io.UnixFileSystem	long getLength (java.io.File)	0.000024000	1	0.000375000	0	0
java.lang.reflect.AccessibleObject	void setAccessible (boolean)	0.000024000	2	0.000014000	0	0
java.io.BufferedInputStream	void <init> (java.io.InputStream, int)	0.000024000	1	0.000010000	1	8208
java.io.ExpiringCache	void put (java.lang.String, java.lang.String)	0.000024000	1	0.000139000	1	24
sun.reflect.AccessorGenerator	java.lang.String internalize (java.lang.String)	0.000024000	3	0.000059000	0	0
sun.reflect.MethodAccessorGenerator	boolean isInterface ()	0.000023000	1	0.000004000	0	0
java.lang.Thread	void setPriority0 (int)	0.000023000	5	0.000000000	0	0
java.io.FilterInputStream	int read (byte[])	0.000023000	3	0.000230000	0	0
sun.misc.URLClassPath$FileLoader$1	java.io.InputStream getInputStream ()	0.000023000	1	0.000510000	1	16
java.lang.Class	java.lang.Class getSuperclass ()	0.000022000	6	0.000000000	0	0
sun.reflect.ReflectionFactory	sun.reflect.LangReflectAccess langReflectAccess ()	0.000022000	6	0.000000000	0	0
java.security.Provider	void <init> (java.lang.String, double, java.lang.String)	0.000022000	1	0.018921000	0	0
java.security.Security	java.lang.String getProperty (java.lang.String)	0.000022000	1	0.000033000	0	0
java.lang.Package	void <init> (java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.net.URL, java.lang.ClassLoader)	0.000022000	3	0.000000000	0	0
sun.reflect.ConstructorAccessorImpl	void <init> ()	0.000022000	3	0.000010000	0	0
java.lang.StackTraceElement	boolean isNativeMethod ()	0.000022000	7	0.000000000	0	0
java.lang.Thread	long nextThreadID ()	0.000021000	5	0.000000000	0	0
java.io.FileInputStream	void close0 ()	0.000021000	2	0.000000000	0	0
java.io.BufferedInputStream	void close ()	0.000021000	1	0.000068000	0	0
java.lang.ThreadGroup	void addUnstarted ()	0.000021000	5	0.000000000	0	0
sun.reflect.ClassFileAssembler	void append (sun.reflect.ClassFileAssembler)	0.000021000	3	0.007275000	0	0
java.io.FilePermission$1	void <init> (java.io.FilePermission)	0.000021000	5	0.000000000	0	0
java.lang.Class	sun.reflect.ReflectionFactory getReflectionFactory ()	0.000020000	6	0.000000000	0	0
java.io.File	void <init> (java.io.File, java.lang.String)	0.000020000	1	0.000262000	0	0
java.lang.reflect.Constructor	void setConstructorAccessor (sun.reflect.ConstructorAccessor)	0.000020000	4	0.000006000	0	0
sun.reflect.ClassFileAssembler	void <init> (sun.reflect.ByteVector)	0.000020000	4	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_astore_2 ()	0.000020000	2	0.000026000	0	0
sun.reflect.ClassFileAssembler	void opc_dup_x1 ()	0.000020000	2	0.000040000	0	0
java.util.jar.Attributes$Name	boolean equals (java.lang.Object)	0.000020000	2	0.000279000	0	0
java.lang.ThreadLocal$ThreadLocalMap	java.lang.Object getAfterMiss (java.lang.ThreadLocal, int, java.lang.ThreadLocal$ThreadLocalMap$Entry)	0.000020000	1	0.000057000	1	32
java.lang.Class	void checkInitted ()	0.000019000	6	0.000000000	0	0
java.util.regex.Pattern	void <init> (java.lang.String, int)	0.000019000	1	0.017182000	0	0
java.lang.reflect.Constructor	java.lang.reflect.Constructor copy ()	0.000019000	2	0.000024000	2	128
java.lang.reflect.AccessibleObject	void <init> ()	0.000019000	6	0.000000000	0	0
java.io.BufferedInputStream	byte[] getBufIfOpen ()	0.000019000	6	0.000000000	0	0
sun.misc.FloatingDecimal	int getChars (char[])	0.000019000	1	0.000011000	0	0
sun.misc.Cleaner	void <clinit> ()	0.000019000	1	0.000022000	1	24
java.lang.Class	boolean isInstance (java.lang.Object)	0.000018000	1	0.000000000	0	0
java.lang.Class	boolean desiredAssertionStatus0 (java.lang.Class)	0.000018000	4	0.000000000	0	0
java.io.OutputStream	void <init> ()	0.000018000	5	0.000000000	0	0
java.lang.reflect.Constructor	void <init> (java.lang.Class, java.lang.Class[], java.lang.Class[], int, int, java.lang.String, byte[], byte[])	0.000018000	2	0.000006000	0	0
sun.security.util.Debug	boolean isOn (java.lang.String)	0.000018000	6	0.000000000	0	0
java.security.Provider$ServiceKey	void <init> (java.lang.String, java.lang.String, boolean)	0.000018000	1	0.000004000	0	0
sun.reflect.ClassDefiner$1	void <init> (java.lang.ClassLoader)	0.000018000	1	0.000000000	0	0
java.security.AccessController	java.security.AccessControlContext getInheritedAccessControlContext ()	0.000018000	5	0.000000000	0	0
java.io.UnixFileSystem	boolean isAbsolute (java.io.File)	0.000017000	5	0.000000000	0	0
java.io.FileInputStream	void close ()	0.000017000	2	0.000021000	0	0
sun.reflect.AccessorGenerator	short add (short, short)	0.000017000	5	0.000000000	0	0
sun.reflect.ClassFileAssembler	void emitMagicAndVersion ()	0.000017000	1	0.000126000	0	0
sun.reflect.Reflection	java.lang.reflect.Field[] filterFields (java.lang.Class, java.lang.reflect.Field[])	0.000017000	2	0.000088000	0	0
sun.misc.Unsafe	java.lang.Object allocateInstance (java.lang.Class)	0.000016000	1	0.000000000	1	8
java.util.jar.JarVerifier	void processEntry (sun.security.util.ManifestEntryVerifier)	0.000016000	3	0.000005000	0	0
java.io.File	long length ()	0.000016000	1	0.000402000	0	0
java.lang.Void	void <clinit> ()	0.000016000	1	0.000008000	0	0
java.lang.Shutdown$Lock	void <init> (java.lang.Shutdown$1)	0.000016000	2	0.000008000	0	0
java.lang.ThreadGroup	void remove (java.lang.Thread)	0.000016000	1	0.000008000	0	0
java.io.FilePermission	int getMask (java.lang.String)	0.000016000	5	0.000000000	0	0
java.io.PrintStream	void println (java.lang.Object)	0.000016000	1	0.001110000	0	0
java.util.regex.Pattern$Dummy	void <init> ()	0.000016000	2	0.000006000	0	0
java.lang.Class	java.lang.reflect.Constructor getDeclaredConstructor (java.lang.Class[])	0.000015000	1	0.000266000	0	0
java.util.regex.Pattern	int escape (boolean, boolean)	0.000015000	2	0.000007000	0	0
java.lang.Thread	void exit ()	0.000015000	1	0.000024000	0	0
java.util.Collections$SynchronizedMap	java.lang.Object get (java.lang.Object)	0.000015000	2	0.000073000	0	0
java.util.HashSet	void <init> ()	0.000015000	1	0.000025000	1	40
java.util.StringTokenizer	void <init> (java.lang.String, java.lang.String, boolean)	0.000015000	2	0.000146000	0	0
java.util.LinkedHashMap$Entry	void recordAccess (java.util.HashMap)	0.000015000	4	0.000000000	0	0
sun.reflect.ClassFileAssembler	void decStack ()	0.000015000	5	0.000000000	0	0
sun.misc.URLClassPath$FileLoader$1	void <init> (sun.misc.URLClassPath$FileLoader, java.lang.String, java.net.URL, java.io.File)	0.000015000	1	0.000006000	0	0
java.lang.reflect.ReflectAccess	java.lang.reflect.Constructor copyConstructor (java.lang.reflect.Constructor)	0.000015000	2	0.000043000	0	0
sun.misc.Unsafe	long objectFieldOffset (java.lang.reflect.Field)	0.000014000	4	0.000000000	0	0
java.lang.Throwable	int getStackTraceDepth ()	0.000014000	1	0.000000000	0	0
sun.reflect.MethodAccessorGenerator	int numNonPrimitiveParameterTypes ()	0.000014000	1	0.000010000	0	0
java.util.zip.ZipFile	void <clinit> ()	0.000014000	1	0.000071000	0	0
java.security.ProtectionDomain	void <clinit> ()	0.000014000	1	0.000018000	0	0
sun.security.action.GetPropertyAction	java.lang.Object run ()	0.000014000	2	0.000098000	0	0
java.lang.String	void <init> (byte[], java.lang.String)	0.000014000	2	0.000834000	0	0
java.util.StringTokenizer	void <init> (java.lang.String)	0.000014000	2	0.000161000	0	0
sun.reflect.ClassDefiner	void <clinit> ()	0.000014000	1	0.000027000	0	0
java.util.Properties	void <init> ()	0.000014000	2	0.000071000	0	0
java.util.Properties	void <init> (java.util.Properties)	0.000014000	2	0.000057000	0	0
java.io.ExpiringCache$Entry	long timestamp ()	0.000014000	4	0.000000000	0	0
java.lang.Class	java.lang.Class forName (java.lang.String)	0.000013000	1	0.000724000	0	0
java.lang.Class	boolean arrayContentsEq (java.lang.Object[], java.lang.Object[])	0.000013000	4	0.000000000	0	0
sun.reflect.DelegatingClassLoader	void <init> (java.lang.ClassLoader)	0.000013000	1	0.000195000	0	0
sun.reflect.UnsafeFieldAccessorImpl	void <clinit> ()	0.000013000	1	0.000026000	0	0
sun.reflect.ByteVectorImpl	void trim ()	0.000013000	1	0.000004000	1	1528
java.io.PrintStream	void print (java.lang.Object)	0.000013000	1	0.000686000	0	0
sun.reflect.ClassFileAssembler	void opc_swap ()	0.000013000	2	0.000020000	0	0
java.io.FileDescriptor	void <init> ()	0.000013000	4	0.000000000	0	0
java.lang.ClassCastException	void <init> (java.lang.String)	0.000012000	1	0.000040000	0	0
java.lang.Class	boolean isInterface ()	0.000012000	3	0.000000000	0	0
java.util.regex.Pattern	void unread ()	0.000012000	4	0.000000000	0	0
sun.reflect.MethodAccessorGenerator	boolean usesPrimitiveTypes ()	0.000012000	1	0.000004000	0	0
java.util.regex.Pattern$Range	java.util.regex.Pattern$Node dup (boolean)	0.000012000	1	0.000010000	1	24
java.security.PermissionCollection	void setReadOnly ()	0.000012000	4	0.000000000	0	0
java.lang.Shutdown	void shutdown ()	0.000012000	1	0.000014000	0	0
java.security.SecureClassLoader	void check ()	0.000012000	4	0.000000000	0	0
java.lang.System	java.lang.String getProperty (java.lang.String, java.lang.String)	0.000012000	1	0.000038000	0	0
java.lang.String	java.lang.String valueOf (char[])	0.000012000	1	0.000014000	1	24
java.util.jar.Manifest	int toLower (int)	0.000012000	4	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_aload_0 ()	0.000012000	1	0.000022000	0	0
sun.reflect.ClassFileAssembler	short getMaxLocals ()	0.000012000	4	0.000000000	0	0
sun.reflect.BootstrapConstructorAccessorImpl	void <init> (java.lang.reflect.Constructor)	0.000012000	1	0.000011000	0	0
java.lang.ThreadLocal$ThreadLocalMap	boolean cleanSomeSlots (int, int)	0.000012000	1	0.000006000	0	0
sun.security.provider.NativePRNG	void <clinit> ()	0.000012000	1	0.002340000	0	0
sun.reflect.Reflection	boolean quickCheckMemberAccess (java.lang.Class, int)	0.000012000	1	0.000008000	0	0
java.util.regex.Pattern$JavaUnicodeIdentifierPart	void <init> ()	0.000011000	1	0.000010000	0	0
java.util.regex.Pattern	java.util.regex.Pattern compile (java.lang.String)	0.000011000	1	0.017201000	1	64
java.lang.Thread	java.lang.String getName ()	0.000011000	1	0.000026000	0	0
java.io.BufferedInputStream	java.io.InputStream getInIfOpen ()	0.000011000	3	0.000000000	0	0
java.security.Provider$ServiceKey	void <init> (java.lang.String, java.lang.String, boolean, java.security.Provider$1)	0.000011000	1	0.000022000	0	0
java.lang.String	void <init> (char[])	0.000011000	1	0.000003000	1	24
sun.reflect.MethodAccessorGenerator$1	void <init> (sun.reflect.MethodAccessorGenerator, java.lang.String, byte[], java.lang.Class)	0.000011000	1	0.000000000	0	0
org.openscience.cdk.AtomContainer	org.openscience.cdk.interfaces.IAtom[] getAtoms ()	0.000011000	1	0.000003000	1	416
java.lang.ref.ReferenceQueue	void <init> ()	0.000011000	1	0.000011000	1	8
sun.misc.CharacterDecoder	void <init> ()	0.000011000	3	0.000000000	0	0
java.util.zip.Inflater	void <clinit> ()	0.000011000	1	0.000072000	0	0
java.util.concurrent.ConcurrentHashMap	void <init> ()	0.000011000	1	0.002600000	0	0
java.util.regex.Pattern$TreeInfo	void <init> ()	0.000011000	1	0.000008000	0	0
sun.misc.Unsafe	boolean compareAndSwapObject (java.lang.Object, long, java.lang.Object, java.lang.Object)	0.000010000	1	0.000000000	0	0
java.util.regex.Pattern$JavaUnicodeIdentifierStart	void <init> ()	0.000010000	1	0.000010000	0	0
java.util.regex.Pattern$JavaSpaceChar	void <init> ()	0.000010000	1	0.000010000	0	0
java.util.jar.JarVerifier	boolean nothingToVerify ()	0.000010000	3	0.000000000	0	0
java.util.LinkedHashMap	void init ()	0.000010000	1	0.000011000	1	32
java.util.regex.Pattern$JavaISOControl	void <init> ()	0.000010000	1	0.000010000	0	0
java.lang.Shutdown	void sequence ()	0.000010000	1	0.000004000	0	0
java.security.Security$1	java.lang.Object run ()	0.000010000	1	0.006491000	0	0
java.util.regex.Pattern$JavaLowerCase	void <init> ()	0.000010000	1	0.000012000	0	0
org.openscience.cdk.AtomContainer	void <init> ()	0.000010000	1	0.000461000	0	0
sun.reflect.DelegatingConstructorAccessorImpl	void <init> (sun.reflect.ConstructorAccessorImpl)	0.000010000	1	0.000013000	0	0
java.util.regex.Pattern$JavaDigit	void <init> ()	0.000010000	1	0.000010000	0	0
sun.reflect.ClassFileAssembler	void opc_areturn ()	0.000010000	1	0.000013000	0	0
sun.reflect.ClassFileAssembler	void opc_return ()	0.000010000	1	0.000013000	0	0
java.security.Security	void access$000 ()	0.000010000	1	0.006481000	0	0
sun.misc.URLClassPath$FileLoader$1	int getContentLength ()	0.000010000	1	0.000418000	0	0
java.util.regex.Pattern$JavaLetter	void <init> ()	0.000010000	1	0.000010000	0	0
sun.reflect.MagicAccessorImpl	void <init> ()	0.000010000	3	0.000000000	0	0
java.util.zip.ZipEntry	void <clinit> ()	0.000010000	1	0.000069000	0	0
java.util.regex.Pattern$JavaJavaIdentifierStart	void <init> ()	0.000010000	1	0.000010000	0	0
java.util.regex.Pattern$JavaJavaIdentifierPart	void <init> ()	0.000010000	1	0.000010000	0	0
sun.misc.FloatingDecimal$1	void <init> ()	0.000009000	1	0.000012000	0	0
java.util.regex.Pattern	void append (int, int)	0.000009000	3	0.000000000	0	0
sun.reflect.MethodAccessorGenerator	void <init> ()	0.000009000	1	0.000009000	0	0
sun.security.provider.NativePRNG$RandomIO	void <init> (java.io.File, java.io.File, sun.security.provider.NativePRNG$1)	0.000009000	1	0.000968000	0	0
java.util.regex.Pattern$JavaIdentifierIgnorable	void <init> ()	0.000009000	1	0.000011000	0	0
java.net.UnknownContentHandler	void <init> ()	0.000009000	1	0.000005000	0	0
java.util.regex.Pattern$JavaWhitespace	void <init> ()	0.000009000	1	0.000011000	0	0
java.lang.RuntimeException	void <init> (java.lang.String)	0.000009000	1	0.000031000	0	0
java.util.regex.Pattern$All	void <init> ()	0.000009000	1	0.000003000	0	0
java.util.regex.Pattern$LastNode	void <init> ()	0.000009000	1	0.000006000	0	0
java.io.BufferedInputStream	void <init> (java.io.InputStream)	0.000009000	1	0.000034000	0	0
java.util.Hashtable	boolean isEmpty ()	0.000009000	3	0.000000000	0	0
sun.security.util.ManifestEntryVerifier	void update (byte[], int, int)	0.000009000	3	0.000000000	0	0
sun.reflect.NativeConstructorAccessorImpl	void <init> (java.lang.reflect.Constructor)	0.000009000	1	0.000011000	0	0
java.util.regex.Pattern$JavaUpperCase	void <init> ()	0.000009000	1	0.000011000	0	0
sun.reflect.AccessorGenerator	void <init> ()	0.000009000	1	0.000000000	0	0
java.util.regex.Pattern$JavaTitleCase	void <init> ()	0.000009000	1	0.000010000	0	0
java.lang.reflect.Method	int getModifiers ()	0.000009000	1	0.000000000	0	0
java.util.regex.Pattern$JavaDefined	void <init> ()	0.000009000	1	0.000010000	0	0
java.util.regex.Pattern$JavaMirrored	void <init> ()	0.000009000	1	0.000011000	0	0
java.util.regex.Pattern$JavaLetterOrDigit	void <init> ()	0.000009000	1	0.000010000	0	0
java.lang.ThreadLocal	void <init> ()	0.000008000	1	0.000004000	0	0
java.lang.Class	java.lang.Class getPrimitiveClass (java.lang.String)	0.000008000	1	0.000000000	0	0
sun.reflect.MethodAccessorGenerator	void <clinit> ()	0.000008000	1	0.000000000	0	0
java.util.LinkedHashMap	void <init> ()	0.000008000	1	0.000039000	0	0
java.lang.ThreadLocal$ThreadLocalMap$Entry	void <init> (java.lang.ThreadLocal, java.lang.Object)	0.000008000	1	0.000018000	0	0
java.lang.reflect.AccessibleObject	void setAccessible0 (java.lang.reflect.AccessibleObject, boolean)	0.000008000	2	0.000000000	0	0
java.lang.Class$1	java.lang.Object run ()	0.000008000	1	0.000019000	0	0
sun.security.action.GetPropertyAction	void <init> (java.lang.String)	0.000008000	2	0.000000000	0	0
java.nio.charset.Charset	java.nio.charset.Charset lookup (java.lang.String)	0.000008000	1	0.000004000	0	0
java.lang.Shutdown$Lock	void <init> ()	0.000008000	2	0.000000000	0	0
java.lang.StringBuffer	java.lang.StringBuffer append (char)	0.000008000	1	0.000003000	0	0
java.lang.ThreadGroup	void add (java.lang.Thread)	0.000008000	2	0.000000000	0	0
java.lang.ref.ReferenceQueue$Lock	void <init> (java.lang.ref.ReferenceQueue$1)	0.000008000	1	0.000003000	0	0
java.lang.Double	long doubleToLongBits (double)	0.000008000	2	0.000000000	0	0
sun.net.www.protocol.file.FileURLConnection	void <clinit> ()	0.000008000	1	0.000000000	0	0
java.util.regex.Pattern	int skip ()	0.000007000	2	0.000000000	0	0
java.util.regex.Pattern$Range	void <init> (int, int)	0.000007000	1	0.000003000	0	0
java.lang.reflect.Constructor	java.lang.Class[] getExceptionTypes ()	0.000007000	1	0.000006000	0	0
java.lang.ref.WeakReference	void <init> (java.lang.Object)	0.000007000	1	0.000011000	0	0
java.lang.ThreadLocal$ThreadLocalMap$Entry	void <init> (java.lang.ThreadLocal, java.lang.Object, java.lang.ThreadLocal$1)	0.000007000	1	0.000026000	0	0
java.lang.String	java.lang.String toString ()	0.000007000	2	0.000000000	0	0
java.nio.charset.Charset	boolean isSupported (java.lang.String)	0.000007000	1	0.000012000	0	0
sun.reflect.ReflectionFactory	void checkInitted ()	0.000007000	2	0.000000000	0	0
java.lang.Double	double longBitsToDouble (long)	0.000007000	1	0.000000000	0	0
sun.reflect.ClassFileAssembler	void opc_arraylength ()	0.000007000	1	0.000010000	0	0
sun.reflect.ClassFileAssembler	void setMaxLocals (int)	0.000007000	2	0.000000000	0	0
java.util.concurrent.ConcurrentHashMap	void <clinit> ()	0.000007000	1	0.000000000	0	0
sun.misc.URLClassPath$FileLoader$1	java.net.URL getCodeSourceURL ()	0.000007000	1	0.000000000	0	0
java.util.Properties	java.lang.String getProperty (java.lang.String, java.lang.String)	0.000007000	1	0.000019000	0	0
java.util.AbstractSet	void <init> ()	0.000007000	1	0.000003000	0	0
sun.misc.FloatingDecimal$1	java.lang.Object initialValue ()	0.000006000	1	0.000000000	1	64
sun.security.provider.NativePRNG$1	void <init> ()	0.000006000	1	0.000000000	0	0
java.lang.Thread	java.lang.Thread$UncaughtExceptionHandler getUncaughtExceptionHandler ()	0.000006000	1	0.000000000	0	0
java.util.jar.Attributes	int size ()	0.000006000	1	0.000000000	0	0
java.security.PermissionCollection	boolean isReadOnly ()	0.000006000	1	0.000000000	0	0
java.security.Security$1	void <init> ()	0.000006000	1	0.000000000	0	0
java.lang.reflect.Modifier	boolean isAbstract (int)	0.000006000	2	0.000000000	0	0
sun.reflect.DelegatingConstructorAccessorImpl	void setDelegate (sun.reflect.ConstructorAccessorImpl)	0.000006000	2	0.000000000	0	0
sun.security.provider.Sun$1	void <init> ()	0.000006000	1	0.000000000	0	0
sun.reflect.ClassFileAssembler	short getMaxStack ()	0.000006000	2	0.000000000	0	0
java.lang.ThreadLocal$ThreadLocalMap	int nextIndex (int, int)	0.000006000	2	0.000000000	0	0
sun.misc.ASCIICaseInsensitiveComparator	void <init> ()	0.000005000	1	0.000000000	0	0
java.lang.Throwable	java.lang.String getLocalizedMessage ()	0.000005000	1	0.000000000	0	0
sun.misc.SharedSecrets	void setJavaUtilJarAccess (sun.misc.JavaUtilJarAccess)	0.000005000	1	0.000000000	0	0
java.net.ContentHandler	void <init> ()	0.000005000	1	0.000000000	0	0
java.lang.Thread	java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler ()	0.000005000	1	0.000000000	0	0
sun.security.util.ManifestEntryVerifier	java.util.jar.JarEntry getEntry ()	0.000005000	1	0.000000000	0	0
java.util.jar.JavaUtilJarAccessImpl	void <init> ()	0.000005000	1	0.000000000	0	0
java.io.FilePermission	boolean access$100 (java.io.FilePermission)	0.000005000	1	0.000000000	0	0
java.lang.Object	void notifyAll ()	0.000005000	1	0.000000000	0	0
java.lang.StackTraceElement	java.lang.String getClassName ()	0.000005000	1	0.000000000	0	0
sun.reflect.Reflection	int getClassAccessFlags (java.lang.Class)	0.000005000	1	0.000000000	0	0
java.util.zip.ZipFile$1	void <init> ()	0.000005000	1	0.000000000	0	0
java.lang.ThreadLocal	int nextHashCode ()	0.000004000	1	0.000000000	0	0
